user_id,label
10000063748,0.0
10000015728,0.0
10000081239,0.0
10000018248,0.0
10000079903,0.0
10000039251,0.0
10000060124,0.0
10000086982,0.0
10000050055,0.0
10000007153,0.0
10000099277,0.0
10000048276,0.0
10000062941,0.0
10000002401,0.0
10000106928,0.0
10000006956,0.0
10000058048,0.0
10000046491,0.0
10000049083,0.0
10000096549,0.0
10000073082,0.0
10000018490,1.0
10000068414,0.0
10000006313,0.0
10000042790,0.0
10000086640,1.0
10000004775,1.0
10000021399,0.0
10000102148,0.0
10000091396,0.0
10000040370,0.0
10000030227,0.0
10000070909,0.0
10000067978,0.0
10000037497,0.0
10000009005,0.0
10000062858,0.0
10000064455,0.0
10000055785,0.0
10000015958,0.0
10000102493,0.0
10000011701,0.0
10000033240,0.0
10000058818,0.0
10000090868,0.0
10000035061,0.0
10000019673,0.0
10000027892,0.0
10000073843,0.0
10000013277,0.0
10000043073,0.0
10000072327,0.0
10000014959,0.0
10000024799,1.0
10000081538,0.0
10000014637,0.0
10000009051,0.0
10000033567,0.0
10000007809,0.0
10000033189,0.0
10000045318,0.0
10000059400,1.0
10000050347,0.0
10000024364,0.0
10000071030,0.0
10000031903,0.0
10000072650,0.0
10000002239,0.0
10000076267,1.0
10000098613,0.0
10000043334,0.0
10000064431,0.0
10000107003,0.0
10000033076,0.0
10000055842,0.0
10000098037,0.0
10000014340,0.0
10000040534,0.0
10000083620,0.0
10000012611,0.0
10000042289,0.0
10000075254,0.0
10000079462,0.0
10000069682,0.0
10000039352,0.0
10000066187,0.0
10000053678,0.0
10000020185,0.0
10000104147,0.0
10000103359,0.0
10000011268,0.0
10000009809,0.0
10000028083,0.0
10000062689,0.0
10000079582,0.0
10000022697,0.0
10000084283,0.0
10000059445,1.0
10000105814,0.0
10000092538,0.0
10000085401,0.0
10000096737,0.0
10000065001,1.0
10000102137,0.0
10000052094,0.0
10000011109,0.0
10000087780,0.0
10000053274,0.0
10000063206,0.0
10000061732,0.0
10000077688,0.0
10000025672,0.0
10000094340,0.0
10000091097,0.0
10000091170,1.0
10000057440,0.0
10000035345,0.0
10000074655,0.0
10000018592,0.0
10000030454,0.0
10000088743,0.0
10000072946,0.0
10000092739,0.0
10000003779,0.0
10000106007,0.0
10000085244,0.0
10000068632,0.0
10000050434,1.0
10000004537,0.0
10000032125,0.0
10000002771,0.0
10000088264,0.0
10000011101,0.0
10000013654,0.0
10000054282,0.0
10000078542,0.0
10000025746,0.0
10000039517,0.0
10000086543,0.0
10000069812,0.0
10000017615,0.0
10000011532,0.0
10000035398,0.0
10000090999,0.0
10000086240,0.0
10000018071,0.0
10000100941,0.0
10000058643,0.0
10000043584,0.0
10000087250,0.0
10000029530,0.0
10000053848,0.0
10000044803,0.0
10000098048,0.0
10000070737,0.0
10000066849,0.0
10000076133,0.0
10000100174,0.0
10000091471,0.0
10000090534,0.0
10000082639,0.0
10000071245,0.0
10000095772,0.0
10000095321,0.0
10000010443,0.0
10000104117,1.0
10000061509,0.0
10000090158,0.0
10000029541,0.0
10000072957,0.0
10000055130,0.0
10000065412,0.0
10000090869,0.0
10000051835,0.0
10000016200,0.0
10000099449,0.0
10000046348,0.0
10000103147,0.0
10000006206,0.0
10000073449,0.0
10000104907,0.0
10000016574,0.0
10000087702,0.0
10000019808,0.0
10000039912,1.0
10000076308,0.0
10000024332,0.0
10000062748,0.0
10000012417,0.0
10000105005,0.0
10000088865,0.0
10000056340,0.0
10000100009,0.0
10000099471,0.0
10000054943,0.0
10000091815,0.0
10000083998,0.0
10000056328,0.0
10000095021,0.0
10000102662,0.0
10000033087,0.0
10000056338,0.0
10000076532,0.0
10000020914,0.0
10000014599,1.0
10000105413,0.0
10000043641,1.0
10000010348,0.0
10000095217,0.0
10000094574,0.0
10000064910,0.0
10000102994,0.0
10000094334,0.0
10000064540,0.0
10000077460,0.0
10000042679,0.0
10000072682,0.0
10000014216,0.0
10000091392,0.0
10000099499,1.0
10000035481,0.0
10000043664,0.0
10000090449,0.0
10000001141,0.0
10000074205,1.0
10000037779,0.0
10000100659,1.0
10000083921,0.0
10000090865,0.0
10000050293,1.0
10000057677,0.0
10000058156,0.0
10000057372,0.0
10000019266,0.0
10000062547,0.0
10000065523,0.0
10000023976,0.0
10000069601,0.0
10000055185,0.0
10000000196,0.0
10000091163,0.0
10000065635,0.0
10000002069,0.0
10000007560,0.0
10000020766,0.0
10000022458,0.0
10000016340,0.0
10000044779,0.0
10000028988,0.0
10000106831,0.0
10000022648,0.0
10000032010,0.0
10000008521,0.0
10000011596,0.0
10000086596,0.0
10000043913,0.0
10000021088,0.0
10000050561,0.0
10000089634,1.0
10000035652,0.0
10000081263,0.0
10000098775,0.0
10000019985,0.0
10000067336,1.0
10000005577,0.0
10000027548,1.0
10000048124,0.0
10000102919,0.0
10000046421,0.0
10000050488,0.0
10000084791,0.0
10000007296,0.0
10000051059,0.0
10000027328,0.0
10000045097,0.0
10000021407,0.0
10000049974,1.0
10000062765,0.0
10000082233,0.0
10000036739,0.0
10000081889,0.0
10000044032,0.0
10000047568,0.0
10000043892,0.0
10000023981,0.0
10000106950,0.0
10000014251,0.0
10000027279,0.0
10000033784,0.0
10000080351,0.0
10000035651,0.0
10000027089,0.0
10000058198,0.0
10000067434,0.0
10000089091,0.0
10000099458,0.0
10000003675,0.0
10000037696,0.0
10000099821,0.0
10000100027,0.0
10000098728,0.0
10000027317,1.0
10000060458,0.0
10000027120,1.0
10000075481,0.0
10000091061,0.0
10000006283,0.0
10000022290,0.0
10000078748,0.0
10000002192,0.0
10000043466,0.0
10000093684,0.0
10000105051,0.0
10000057117,0.0
10000027998,0.0
10000084508,0.0
10000016158,0.0
10000058152,0.0
10000000147,0.0
10000065900,0.0
10000061523,0.0
10000066681,0.0
10000098251,0.0
10000009556,0.0
10000053535,0.0
10000060385,0.0
10000006317,0.0
10000002902,0.0
10000095835,0.0
10000067058,0.0
10000084128,0.0
10000099678,0.0
10000046685,0.0
10000027027,0.0
10000072982,0.0
10000005424,0.0
10000099190,0.0
10000057168,0.0
10000042109,0.0
10000030320,0.0
10000068305,0.0
10000000712,0.0
10000068440,0.0
10000038784,0.0
10000076852,0.0
10000042136,0.0
10000101937,0.0
10000052209,0.0
10000105330,0.0
10000016050,0.0
10000038050,0.0
10000016079,0.0
10000030254,0.0
10000006702,1.0
10000063289,0.0
10000032937,1.0
10000105421,0.0
10000058249,0.0
10000106896,0.0
10000037838,0.0
10000077334,1.0
10000057075,0.0
10000053092,0.0
10000068073,0.0
10000031067,0.0
10000081124,0.0
10000085686,0.0
10000030489,0.0
10000073498,0.0
10000014671,0.0
10000046266,0.0
10000029459,0.0
10000096350,0.0
10000001444,0.0
10000031987,0.0
10000033407,0.0
